Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Match?,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6ic8OlLUNEATToEFU3xmaH,Gimme More,Blackout,Britney Spears,10/25/07,251240,84,31td6lssg6mckgjbkbww6nrvgij4,2021-06-02T12:58:12Z,pop,,Jive,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4
6I9VzXrHxO9rA9A5euc8Ak,Toxic,In The Zone,Britney Spears,11/13/03,198800,84,31td6lssg6mckgjbkbww6nrvgij4,2021-12-14T21:21:27Z,pop,,Jive,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,1/12/99,211066,83,31td6lssg6mckgjbkbww6nrvgij4,2023-04-04T19:13:50Z,pop,,Jive,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Born In The U.S.A.,Bruce Springsteen,6/4/84,278680,75,31td6lssg6mckgjbkbww6nrvgij4,2022-08-10T18:45:25Z,"heartland rock, permanent wave, mellow gold, rock, singer-songwriter",RTM,Columbia,0.398,0.952,4,-6.042,1,0.061,0.000373,0.0000775,0.1,0.584,122.093,4
7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,6/4/84,241306,83,31td6lssg6mckgjbkbww6nrvgij4,2022-08-22T14:22:18Z,"heartland rock, permanent wave, mellow gold, rock, singer-songwriter",RTM,Columbia,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,4
5g7sDjBhZ4I3gcFIpkrLuI,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,12/5/12,233653,55,31td6lssg6mckgjbkbww6nrvgij4,2022-08-01T14:32:58Z,pop,,Atlantic Records,0.728,0.697,5,-4.125,1,0.0456,0.0556,0,0.282,0.87,143.986,4
6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,Bruno Mars,11/17/16,225983,84,31td6lssg6mckgjbkbww6nrvgij4,2020-06-25T21:24:31Z,pop,,Atlantic Records,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4
386RUes7n1uM1yfzgeUuwp,The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,5/11/10,189109,79,31td6lssg6mckgjbkbww6nrvgij4,2020-06-25T21:25:30Z,pop,,Elektra (NEK),0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,4
55h7vJchibLdUkxdlX3fK7,Treasure,Unorthodox Jukebox,Bruno Mars,12/7/12,178560,80,31td6lssg6mckgjbkbww6nrvgij4,2020-07-06T14:37:35Z,pop,,Atlantic Records,0.874,0.692,5,-5.28,0,0.0431,0.0412,0.0000724,0.324,0.937,116.017,4
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,12/7/12,213826,88,31td6lssg6mckgjbkbww6nrvgij4,2020-11-06T20:25:19Z,pop,,Atlantic Records,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4
1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,5/11/10,217866,79,31td6lssg6mckgjbkbww6nrvgij4,2021-02-28T00:49:26Z,pop,,Elektra (NEK),0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,4
7hCNBVRhHzcsRAv0TQnOzq,Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,5/11/10,148448,73,31td6lssg6mckgjbkbww6nrvgij4,2021-04-17T19:53:32Z,pop,,Elektra (NEK),0.658,0.762,10,-3.028,0,0.0425,0.263,0,0.127,0.823,163.864,4
4lLtanYk6tkMvooU0tWzG8,Grenade,Doo-Wops & Hooligans,Bruno Mars,5/11/10,222091,82,31td6lssg6mckgjbkbww6nrvgij4,2022-12-25T13:26:44Z,pop,,Elektra (NEK),0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
5XMkENs3GfeRza8MfVAhjK,Finesse,24K Magic,Bruno Mars,11/17/16,191000,72,31td6lssg6mckgjbkbww6nrvgij4,2023-05-12T22:16:39Z,pop,,Atlantic Records,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,4
6SKwQghsR8AISlxhcwyA9R,Marry You,Doo-Wops & Hooligans,Bruno Mars,5/11/10,230192,83,31td6lssg6mckgjbkbww6nrvgij4,2023-05-12T22:17:47Z,pop,,Elektra (NEK),0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,4
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,24K Magic,Bruno Mars,11/17/16,261240,79,31td6lssg6mckgjbkbww6nrvgij4,2024-05-03T09:44:54Z,pop,,Atlantic Records,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,4
3WTWh2WDk4j8GUCGj4xfOd,Skate,An Evening With Silk Sonic,"Bruno Mars,Anderson .Paak,Silk Sonic",11/12/21,203122,61,31td6lssg6mckgjbkbww6nrvgij4,2023-05-12T22:17:06Z,pop,,Aftermath Entertainment/Atlantic,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,11/5/84,216053,82,31td6lssg6mckgjbkbww6nrvgij4,2022-05-24T18:48:45Z,"classic canadian rock, canadian pop, heartland rock, canadian singer-songwriter, mellow gold, soft rock",RTM,A&M,0.509,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.13,4
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,18 Months,Calvin Harris,10/29/12,206413,84,31td6lssg6mckgjbkbww6nrvgij4,2021-08-05T10:58:12Z,edm,,Columbia,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
6YUTL4dYpB9xZO5qExPf05,Summer,Motion,Calvin Harris,10/31/14,222533,85,31td6lssg6mckgjbkbww6nrvgij4,2022-02-07T12:32:11Z,edm,,Columbia,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),"Calvin Harris,Dua Lipa",4/6/18,214846,80,31td6lssg6mckgjbkbww6nrvgij4,2022-07-22T08:16:35Z,"edm,pop",,Sony Music UK,0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,4
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,"Calvin Harris,Pharrell Williams,Katy Perry,Big Sean,Funk Wav",6/30/17,223413,75,31td6lssg6mckgjbkbww6nrvgij4,2022-05-28T15:00:22Z,"edm,pop",,Columbia,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,4
3MFa9idQuY4iJLWsZl3tIQ,Young Hearts Run Free,Young Hearts Run Free (US Internet Release),Candi Staton,1976,248360,73,31td6lssg6mckgjbkbww6nrvgij4,2024-03-31T13:56:16Z,southern soul,,Rhino/Warner Records,0.654,0.652,7,-9.304,0,0.0426,0.13,0.0000149,0.202,0.846,115.389,4
40NRm1ZLvZpUSCUXAGGZ8J,Kung Fu Fighting,The Soul of the Kung Fu Fighter,Carl Douglas,2001,197693,3,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:21:43Z,"new wave pop, soft rock, classic swedish pop, classic uk pop, disco, new romanticm synthpop, yacht rock",RTM,Sanctuary Records,0.598,0.673,2,-10.431,1,0.0693,0.0422,0.000069,0.289,0.59,102.034,4
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Kiss,Carly Rae Jepsen,1/1/12,193400,82,31td6lssg6mckgjbkbww6nrvgij4,2020-06-25T21:21:56Z,"dance pop, canadian pop, pop",B,Silent Records IGA,0.782,0.58,7,-6.548,1,0.0407,0.0114,0.00000228,0.108,0.66,120.021,4
6EFj4m1YdNbU6s3RLE0GUJ,Everytime We Touch,Everytime We Touch (Album),Cascada,8/21/06,196015,0,31td6lssg6mckgjbkbww6nrvgij4,2021-03-25T13:46:57Z,"eurodance,europop",,Bonnier Music,0.641,0.975,8,-5.301,1,0.0569,0.00434,0.00000986,0.43,0.507,142.01,4
4UeDMzA4XjmRpl1RHogDzx,Voulez-Vous - From 'Mamma Mia!' Original Motion Picture Soundtrack,Mamma Mia! The Movie Soundtrack,"Cast of Mamma Mia! The Movie,Philip Michael,Christine Baranski,Julie Walters,Stellan Skarsgård",1/1/08,275133,64,31td6lssg6mckgjbkbww6nrvgij4,2021-07-13T16:19:10Z,musicals,,Polydor Records,0.701,0.889,0,-4.776,1,0.0362,0.0152,0.0131,0.148,0.789,126.986,4
3ydfhgIZIc2j39NLIhpJpq,Fuck You,The Lady Killer (Deluxe),CeeLo Green,11/9/10,223694,62,31td6lssg6mckgjbkbww6nrvgij4,2020-08-30T13:26:42Z,atl hip hop,2000s,Radiculture/Elektra,0.693,0.879,0,-3.988,1,0.0578,0.193,0,0.124,0.753,127.457,4
5cF0dROlMOK5uNZtivgu50,Attention,Voicenotes,Charlie Puth,5/11/18,208786,82,31td6lssg6mckgjbkbww6nrvgij4,2023-01-15T15:13:12Z,"soft pop,pop",2000s,Artist Partner,0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
2goLsvvODILDzeeiT4dAoR,Believe,Believe,Cher,1998,239026,81,31td6lssg6mckgjbkbww6nrvgij4,2022-07-19T14:19:43Z,pop,,Warner Records,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,4
7Kszjzps0xbQXyo1pO4KfE,Le Freak - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,8/11/78,331360,68,31td6lssg6mckgjbkbww6nrvgij4,2023-01-02T21:41:38Z,disco,,Rhino Atlantic,0.91,0.641,7,-11.316,1,0.0589,0.0258,0.0000642,0.0642,0.903,118.533,4
0wXuerDYiBnERgIpbb3JBR,Redbone,"Awaken, My Love!",Childish Gambino,12/2/16,326933,5,31td6lssg6mckgjbkbww6nrvgij4,2021-08-05T10:58:19Z,pop,,Glassnote Entertainment Group LLC,0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,4
3NZJlJemX3mzjf56MqC5ML,Forever,Forever,Chris Brown,4/29/08,278573,81,31td6lssg6mckgjbkbww6nrvgij4,2023-02-08T17:57:12Z,r&b,,Jive,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4
50A1WCxKycJUHRr4Rz6WrD,What Are Words,What Are Words,Chris Medina,11/28/11,189093,52,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:24:06Z,"swedish pop, classic swedish pop, classic norwegian pop, norwegian pop, swedish pop idol",,Universal Music AS Distributed Labels,0.602,0.242,0,-7.402,1,0.0325,0.835,0,0.0859,0.462,123.85,4
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit,Anne-Marie,Sean Paul",10/21/16,251088,72,31td6lssg6mckgjbkbww6nrvgij4,2022-07-22T08:16:11Z,dancehall,,Atlantic Records UK,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4
0TVV2gFROJaB3kIZyCUvIY,Rather Be (feat. Jess Glynne),New Eyes,"Clean Bandit,Jess Glynne",5/27/14,227833,67,31td6lssg6mckgjbkbww6nrvgij4,2022-09-11T17:10:28Z,"pop uk funky, uk dance",,Atlantic Records UK,0.799,0.586,11,-6.735,1,0.0377,0.162,0.00000203,0.193,0.549,120.97,4
72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),What Is Love? (Deluxe Edition),"Clean Bandit,Zara Larsson",11/30/18,212733,78,31td6lssg6mckgjbkbww6nrvgij4,2022-06-03T16:21:28Z,"pop uk funky, uk dance",,Atlantic Records UK,0.715,0.605,0,-5.128,0,0.0428,0.239,0.0000141,0.189,0.454,122.956,4
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,6/6/08,242373,88,31td6lssg6mckgjbkbww6nrvgij4,2021-05-31T09:27:48Z,pop,,Parlophone UK,0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,A Head Full of Dreams,Coldplay,12/4/15,263786,84,31td6lssg6mckgjbkbww6nrvgij4,2021-09-25T21:00:29Z,pop,,Parlophone UK,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,4
6f49kbOuQSOsStBpyGvQfA,A Head Full of Dreams,A Head Full of Dreams,Coldplay,12/4/15,223773,65,31td6lssg6mckgjbkbww6nrvgij4,2022-07-13T18:11:03Z,pop,,Parlophone UK,0.449,0.92,11,-4.982,1,0.0737,0.0021,0.0167,0.334,0.0772,122.984,4
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,A Head Full of Dreams,Coldplay,12/4/15,258266,85,31td6lssg6mckgjbkbww6nrvgij4,2022-07-13T18:11:22Z,pop,,Parlophone UK,0.491,0.693,0,-6.487,0,0.0377,0.211,0.00000692,0.325,0.412,90.027,4
6nek1Nin9q48AVZcWs9e9D,Paradise,Mylo Xyloto,Coldplay,10/24/11,278719,85,31td6lssg6mckgjbkbww6nrvgij4,2022-07-18T20:29:33Z,pop,,Parlophone UK,0.449,0.585,5,-6.761,1,0.0268,0.0509,0.0000875,0.0833,0.212,139.631,4
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Ghost Stories,Coldplay,5/16/14,267866,89,31td6lssg6mckgjbkbww6nrvgij4,2023-12-14T10:47:10Z,pop,,Parlophone UK,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
0ZlVUhjO8c0bOx1D2Btznf,Arabesque,Everyday Life,Coldplay,11/22/19,340280,55,31td6lssg6mckgjbkbww6nrvgij4,2024-04-23T14:20:03Z,pop,,Parlophone UK,0.401,0.834,7,-7.727,1,0.055,0.000114,0.849,0.373,0.163,172.009,4
7lQWRAjyhTpCWFC0jmclT4,Gangsta's Paradise,Gangsta's Paradise,"Coolio,L.V.",11/7/95,240693,10,31td6lssg6mckgjbkbww6nrvgij4,2021-04-04T13:48:41Z,"west coast hip hop,g-funk,new jack swing",2000s,"Tommy Boy Music, LLC",0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,4
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,11/2/69,140773,83,31td6lssg6mckgjbkbww6nrvgij4,2023-01-15T15:11:35Z,"classic rock,southern rock,country rock",B,Craft Recordings,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
56GbZVwxMdf1DENCluYS8A,Don't Dream It's Over,Crowded House (Deluxe),Crowded House,8/1/86,238173,73,31td6lssg6mckgjbkbww6nrvgij4,2022-05-24T19:59:47Z,"australian rock, permanent wave",,Universal Music Australia Pty. Ltd.,0.435,0.752,8,-6.993,1,0.0421,0.00939,0.000204,0.0844,0.358,80.854,4
4ByEFOBuLXpCqvO1kw8Wdm,(I Just) Died In Your Arms,Broadcast,Cutting Crew,1/1/86,280400,79,31td6lssg6mckgjbkbww6nrvgij4,2023-12-30T00:52:56Z,"new wave pop, new romantic, soft rock",RTM,Ten Records,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4
4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,She's So Unusual,Cyndi Lauper,10/14/83,238266,82,31td6lssg6mckgjbkbww6nrvgij4,2022-08-04T17:27:14Z,"new wave pop, permanent wave, dance pop, soft rock",B,Portrait,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4
0jGU3AkfaJkT8SSbx4kSiJ,Wearing Nothing,Wearing Nothing,Dagny,5/26/17,197484,37,31td6lssg6mckgjbkbww6nrvgij4,2023-05-09T18:11:29Z,norwegian pop,,Universal Music AS,0.711,0.706,6,-6.347,1,0.128,0.0194,0.00000367,0.0701,0.395,104.852,4
1ZBXN4gljtuHvPLqsEQ1VM,You Make My Dreams (Come True),Hall & Oates,Daryl Hall & John Oates,5/15/06,183840,35,31td6lssg6mckgjbkbww6nrvgij4,2022-12-25T13:27:38Z,soft rock,RTM,RCA Records Label,0.741,0.544,5,-7.033,1,0.0533,0.104,0.0413,0.0742,0.903,167.002,4
7j74lucZ59vqN67Ipe2ZcY,Maneater,H2O,Daryl Hall & John Oates,10/4/82,273173,82,31td6lssg6mckgjbkbww6nrvgij4,2024-03-29T18:47:10Z,soft rock,RTM,RCA/Legacy,0.724,0.498,11,-13.083,0,0.0423,0.0405,0.0000856,0.0761,0.823,88.825,4
0F0MA0ns8oXwGw66B2BSXm,Let's Dance - 1999 Remaster,Let's Dance (1999 Remaster),David Bowie,4/14/83,457133,6,31td6lssg6mckgjbkbww6nrvgij4,2023-05-26T05:40:04Z,"glam rock,art rock",2000s,Parlophone UK,0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,4
1hRFVIy9As8OVRk8B7CrD5,When Love Takes Over (feat. Kelly Rowland),One More Love,"David Guetta,Kelly Rowland",11/22/10,191000,59,31td6lssg6mckgjbkbww6nrvgij4,2022-04-05T18:05:32Z,"edm,dance",,Parlophone (France),0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,4
5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),Nothing but the Beat (Ultimate Edition),"David Guetta,Ne-Yo,Akon",12/7/12,201000,75,31td6lssg6mckgjbkbww6nrvgij4,2022-07-31T10:43:11Z,"edm,dance",,Parlophone (France),0.691,0.921,8,-1.702,0,0.0533,0.173,0,0.331,0.8,130.072,4
7pqgMEKsDMOHUdFQ7n0N9K,Dangerous (feat. Sam Martin),Listen,"David Guetta,Sam Martin",11/10/14,203641,70,31td6lssg6mckgjbkbww6nrvgij4,2022-07-20T08:59:13Z,"edm,dance",,Parlophone (France),0.466,0.747,4,-4.838,0,0.0795,0.417,0.00000976,0.107,0.43,92.161,4
77TT8Xvx637TpzV8kKGkUw,Titanium (feat. Sia),Nothing but the Beat,"David Guetta,Sia",8/31/11,245040,57,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:30:26Z,"edm,dance",,Parlophone (France),0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,4
33IOhptvC2Qoy2UhjiHXLV,Flames,Flames,"David Guetta,Sia",3/22/18,195000,64,31td6lssg6mckgjbkbww6nrvgij4,2022-10-05T06:41:11Z,"edm,dance",,Parlophone (France),0.609,0.726,5,-4.346,0,0.0414,0.0723,0.00000845,0.0895,0.362,93.958,4
3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),"David Guetta,USHER",12/7/12,208133,73,31td6lssg6mckgjbkbww6nrvgij4,2022-12-25T13:28:45Z,"edm,dance,r&b",,Parlophone (France),0.608,0.614,2,-3.727,1,0.0285,0.227,0.00000406,0.157,0.402,127.884,4
63SevszngYpZOwf63o61K4,Nevermind,Nevermind,Dennis Lloyd,6/30/17,156600,77,31td6lssg6mckgjbkbww6nrvgij4,2022-10-03T14:21:35Z,israeli pop,,WM Italy,0.6,0.688,5,-8.339,0,0.201,0.159,0.0000129,0.409,0.0793,99.977,4
3MOECVkNshqHYTPt5DZcdN,Five More Hours,Good Evening,"Deorro,Chris Brown",3/31/17,211975,72,31td6lssg6mckgjbkbww6nrvgij4,2022-08-10T18:35:55Z,"melbourne bounce,electro house,r&b",,"Ultra Records, LLC",0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961,4
6nWcEzyxDozQcmxMoNJtYx,Come On Eileen - Single Edit,Come On Eileen / Dubious,"Dexys Midnight Runners,Kevin Rowland",1/1/09,205933,58,31td6lssg6mckgjbkbww6nrvgij4,2021-12-29T15:09:12Z,"new wave, new romantic, new wave pop",,Universal Music Group International,0.41,0.874,0,-4.286,1,0.0907,0.197,0,0.0843,0.824,107.08,4
57Y3UccJEJqT8w8RWkUAz0,Upside Down,Diana,Diana Ross,5/22/80,244826,2,31td6lssg6mckgjbkbww6nrvgij4,2022-08-04T17:27:26Z,"motown,disco",,Motown,0.887,0.904,5,-5.107,0,0.0703,0.079,0.0101,0.0165,0.89,107.955,4
6Iocm6VMu6bVNYwiDoyQFW,Coming Home,Last Train To Paris,"Diddy - Dirty Money,Skylar Grey",1/1/10,238693,66,31td6lssg6mckgjbkbww6nrvgij4,2020-06-28T20:09:59Z,"pop rap, hip hop, dance pop",B,Bad Boy / Interscope,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,4
6HMFtoMvv6n6Q2eOyPFyne,Walk Of Life,Brothers In Arms - 20th Anniversary Edition,Dire Straits,5/13/85,248893,75,31td6lssg6mckgjbkbww6nrvgij4,2022-11-18T10:33:24Z,classic rock,B,Mercury Records Limited,0.437,0.965,4,-4.448,1,0.136,0.326,0.00028,0.144,0.766,172.428,4
4yqtwO7MQIIXqoiRBPHAgR,Money for Nothing,Brothers in Arms,Dire Straits,5/13/85,506400,67,31td6lssg6mckgjbkbww6nrvgij4,2023-01-02T21:33:34Z,classic rock,B,Warner Records,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,4
2SpEHTbUuebeLkgs9QB7Ue,Jolene,Jolene,Dolly Parton,2/4/74,161533,72,31td6lssg6mckgjbkbww6nrvgij4,2021-04-20T19:43:15Z,country,RTM,RLG/Legacy,0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578,4
6apPqjW8ezpKEicAkkBlvO,Islands in the Stream,Pure & Simple,"Dolly Parton,Kenny Rogers",8/19/16,250053,66,31td6lssg6mckgjbkbww6nrvgij4,2021-07-29T13:48:03Z,country,RTM,RCA Records Label Nashville,0.611,0.524,8,-8.256,1,0.035,0.68,0,0.0753,0.73,203.787,4
1jGiF6MYLiMtojXvlz8QXs,Sometimes,Caught in a Life,Donkeyboy,10/19/09,188946,47,31td6lssg6mckgjbkbww6nrvgij4,2021-03-21T21:29:16Z,norwegian pop,,WM Norway,0.787,0.692,4,-7.113,1,0.0337,0.0895,0.000038,0.227,0.968,116.987,4
0TQMrN1R7JNixCnjrNJsLd,Ambitions,Caught in a Life,Donkeyboy,10/19/09,187066,51,31td6lssg6mckgjbkbww6nrvgij4,2021-03-21T21:29:21Z,norwegian pop,,WM Norway,0.857,0.652,6,-4.928,1,0.0361,0.0642,0.0000281,0.0905,0.69,120.035,4
1fIvOC1DWdQDvJQWJpbSPn,Crazy Something Normal,The Hits,Donkeyboy,9/26/14,219656,47,31td6lssg6mckgjbkbww6nrvgij4,2022-06-22T17:43:05Z,norwegian pop,,WM Norway,0.685,0.914,4,-1.588,1,0.0455,0.000577,0.000102,0.403,0.806,126.016,4
4bIRKImTd8vH9Ks79l7Rz8,City Boy,Silver Moon,Donkeyboy,2/10/12,205261,47,31td6lssg6mckgjbkbww6nrvgij4,2025-01-15T15:41:58Z,norwegian pop,,WM Norway,0.646,0.539,3,-5.155,0,0.0413,0.00234,0.00156,0.105,0.931,121.01,4
503OTo2dSqe7qk76rgsbep,Still D.R.E.,2001,"Dr. Dre,Snoop Dogg",11/16/99,270586,83,31td6lssg6mckgjbkbww6nrvgij4,2022-07-31T10:41:13Z,"g-funk,gangster rap,west coast hip hop,hip hop,rap",2000s,Aftermath,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,4
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Future Nostalgia,"Dua Lipa,DaBaby",3/27/20,203064,81,31td6lssg6mckgjbkbww6nrvgij4,2022-07-13T18:10:33Z,pop,,Warner Records,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
1zusIxNqJu8i4g6P6hJ2Qa,Mercy,Rockferry,Duffy,2008,219920,71,31td6lssg6mckgjbkbww6nrvgij4,2023-03-17T15:07:13Z,british soul,,Polydor Records,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),Eagles,12/8/76,391376,84,31td6lssg6mckgjbkbww6nrvgij4,2023-04-23T20:43:06Z,"classic rock,soft rock",B,Rhino/Elektra,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,Raise!,"Earth, Wind & Fire",11/14/81,339320,80,31td6lssg6mckgjbkbww6nrvgij4,2021-09-09T18:34:24Z,disco,,Legacy Recordings,0.869,0.648,11,-8.698,0,0.0633,0.121,0.0000217,0.126,0.9,125.035,4
0eEncOnmSHqnm1sgXsjUSA,September,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",11/23/78,215093,1,31td6lssg6mckgjbkbww6nrvgij4,2022-08-04T17:27:09Z,disco,,Columbia/Legacy,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4
6ztstiyZL6FXzh4aG46ZPD,Boogie Wonderland,I Am,"Earth, Wind & Fire,The Emotions",1979-06,288293,79,31td6lssg6mckgjbkbww6nrvgij4,2023-01-02T21:41:31Z,disco,,Columbia/Legacy,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Talking Dreams (Deluxe Edition),Echosmith,10/4/13,237626,73,31td6lssg6mckgjbkbww6nrvgij4,2020-06-09T23:12:36Z,"indie poptimism, viral pop, electropop",,Warner Records,0.719,0.671,8,-6.279,1,0.0336,0.0372,0.00000821,0.12,0.786,130.027,4
7qiZfU4dY1lWllzX7mPBI3,Shape of You,÷ (Deluxe),Ed Sheeran,3/3/17,233712,88,31td6lssg6mckgjbkbww6nrvgij4,2022-09-16T17:01:16Z,soft pop,2000s,Atlantic Records UK,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
581gNKe5t2gU2YypSLYBB8,War,Motown Greatest Hits,Edwin Starr,8/16/19,207613,37,31td6lssg6mckgjbkbww6nrvgij4,2023-07-06T22:39:33Z,"northern soul,motown",,Universal Music Group International,0.606,0.9,1,-5.84,1,0.202,0.0622,0,0.0931,0.748,109.418,4
5aTsxlQlq0vIedDWZoqMWN,Lights - Single Version,Bright Lights (Lights Re-pack / Bonus Version),Ellie Goulding,1/1/10,210853,65,31td6lssg6mckgjbkbww6nrvgij4,2022-06-24T14:33:33Z,"pop, uk pop, metropopolis, indietronica",2000s,Polydor Records,0.681,0.798,8,-6.169,0,0.0364,0.0302,0.036,0.131,0.774,120.006,4
